"0117","0108",23,00
"0245","0245",23,00
"0238","0238",23,00
"0234","0241",23,02
"0435","0142",23,01
"0143","0104",23,00
"0143","0103",23,00
"0234","0242",23,04
"0247","0248",23,00
"0240","0246",23,06
"0251","0235",23,06
"0236","0234",23,01
"0240","0251",23,03
"0247","0249",23,01
"0352","0333",23,07
"0118","0120",23,00
"0111","0108",23,02
"0143","0120",23,06
"0125","0140",23,03
"0143","0142",23,08
"0122","0124",23,00
"0122","0124",23,02
"0143","0142",23,08
"0143","0104",23,03
"0107","0104",23,00
"0143","0104",23,03
"0143","0104",23,03
"0143","0104",23,05
"0143","0104",23,02
"0143","0104",23,02
"0232","0231",23,03
"0247","0247",23,07
"0247","0247",23,08
"0234","0233",23,05
"0117","0237",23,00
"0237","0236",23,07
"0238","0236",23,00
"0247","0249",23,05
"0238","0250",23,12
"0333","0331",23,01
"0248","0331",23,11
"0333","0331",23,01
"0337","0335",23,02
"0143","0104",23,08
"0107","0105",23,06
"0113","0107",23,01
"0113","0107",23,00
"0122","0124",23,06
"0122","0124",23,11
"0236","0235",23,02
"0247","0249",23,02
"0247","0249",23,02
"0247","0249",23,02
"0247","0249",23,03
"0247","0251",23,01
"0247","0249",23,02
"0250","0251",23,06
"0234","0246",23,14
"0238","0249",23,14
"0244","0244",23,15
"0234","0231",23,05
"0232","0231",23,08
"0247","0251",23,00
"0245","0247",23,07
"0237","0235",23,00
"0458","0251",23,11
"0249","0250",23,09
"0245","0250",23,01
"0246","0250",23,02
"0249","0250",23,12
"0236","0234",23,02
"0245","0248",23,03
"0443","0443",23,09
"0435","0335",23,01
"0346","0350",23,04
"0338","0336",23,06
"0114","0110",23,02
"0143","0102",23,03
"0105","0102",23,03
"0110","0106",23,04
"0143","0104",23,13
"0143","0104",23,12
"0143","0104",23,13
"0143","0104",23,13
"0143","0104",23,13
"0143","0104",23,13
"0110","0104",23,02
"0448","0106",23,18
"0143","0104",23,08
"0110","0104",23,01
"0143","0104",23,08
"0113","0109",23,08
"0109","0105",23,09
"0114","0108",23,04
"0114","0108",23,04
"0118","0126",23,02
"0125","0126",23,18
"0122","0126",23,11
"0234","0233",23,08
"0234","0233",23,14
"0438","0251",23,15
"0240","0233",23,00
"0236","0233",23,02
"0245","0249",23,05
"0247","0249",23,09
"0114","0251",23,17
"0247","0250",23,10
"0247","0250",23,12
"0247","0250",23,10
"0117","0124",23,01
"0122","0124",23,14
"0122","0124",23,14
"0122","0124",23,14
"0125","0142",23,05
"0143","0104",23,17
"0143","0104",23,17
"0122","0125",23,14
"0117","0125",23,01
"0125","0141",23,16
"0120","0141",23,03
"0237","0231",23,06
"0234","0231",23,13
"0233","0250",23,24
"0236","0231",23,07
"0236","0231",23,02
"0234","0231",23,10
"0445","0452",23,02
"0440","0439",23,07
"0244","0449",23,05
"0448","0450",23,08
"0448","0450",23,08
"0453","0455",23,12
"0448","0455",23,00
"0448","0450",23,08
"0432","0431",23,03
"0119","0126",23,08
"0122","0142",23,06
"0122","0142",23,06
"0112","0102",23,01
"0113","0104",23,05
"0143","0103",23,23
"0143","0103",23,24
"0113","0103",23,08
"0440","0431",23,02
"0435","0431",23,08
"0440","0434",23,06
"0440","0434",23,06
"0439","0436",23,07
"0441","0436",23,02
"0435","0433",23,08
"0440","0435",23,07
"0440","0435",23,09
"0245","0455",23,04
"0244","0454",23,05
"0448","0454",23,04
"0245","0454",23,00
"0448","0454",23,04
"0247","0435",23,19
"0107","0102",23,21
"0103","0250",23,00
"0458","0237",23,01
"0248","0231",23,01
"0240","0231",23,02
"0333","0249",23,04
"0344","0344",23,00
"0114","0114",23,01
"0113","0142",23,02
"0117","0104",23,02
"0115","0117",23,00
"0233","0247",23,05
"0125","0235",23,07
"0242","0244",23,00
"0245","0248",23,02
"0337","0336",23,00
"0116","0114",23,00
"0440","0123",23,06
"0109","0108",23,01
"0110","0108",23,01
"0114","0113",23,02
"0251","0142",23,09
"0143","0104",23,05
"0451","0107",23,09
"0119","0122",23,01
"0109","0106",23,04
"0119","0122",23,01
"0245","0251",23,06
"0249","0250",23,00
"0458","0251",23,08
"0247","0247",23,06
"0249","0250",23,03
"0249","0250",23,03
"0448","0233",23,11
"0236","0235",23,05
"0247","0249",23,06
"0234","0251",23,09
"0247","0251",23,00
"0337","0334",23,00
"0338","0334",23,00
"0242","0331",23,11
"0122","0125",23,00
"0118","0123",23,00
"0118","0123",23,00
"0118","0123",23,02
"0115","0120",23,02
"0110","0107",23,04
"0122","0124",23,09
"0125","0142",23,01
"0125","0142",23,01
"0125","0140",23,07
"0249","0251",23,03
"0245","0247",23,03
"0233","0231",23,05
"0247","0250",23,06
"0249","0250",23,11
"0251","0231",23,16
"0231","0250",23,16
"0246","0251",23,01
"0245","0251",23,00
"0247","0251",23,04
"0247","0251",23,06
"0245","0251",23,00
"0445","0445",23,06
"0439","0438",23,01
"0454","0455",23,06
"0435","0434",23,00
"0435","0434",23,03
"0435","0434",23,04
"0435","0433",23,00
"0444","0444",23,01
"0251","0437",23,04
"0441","0441",23,01
"0143","0104",23,11
"0143","0104",23,11
"0143","0104",23,11
"0114","0109",23,05
"0120","0122",23,07
"0119","0125",23,02
"0109","0106",23,09
"0119","0125",23,02
"0241","0125",23,19
"0143","0103",23,10
"0116","0123",23,00
"0239","0123",23,00
"0118","0126",23,00
"0235","0233",23,08
"0346","0248",23,19
"0247","0250",23,10
"0247","0250",23,10
"0234","0231",23,11
"0247","0250",23,07
"0238","0231",23,01
"0338","0333",23,06
"0333","0331",23,10
"0333","0331",23,10
"0333","0333",23,20
"0109","0107",23,14
"0122","0124",23,15
"0117","0124",23,05
"0143","0102",23,10
"0110","0106",23,14
"0110","0106",23,14
"0109","0106",23,14
"0234","0231",23,12
"0238","0231",23,01
"0236","0231",23,02
"0236","0231",23,07
"0247","0251",23,13
"0435","0331",23,01
"0354","0332",23,25
"0245","0451",23,06
"0245","0451",23,04
"0448","0452",23,03
"0440","0436",23,04
"0245","0452",23,00
"0448","0452",23,07
"0435","0431",23,00
"0435","0432",23,05
"0444","0441",23,00
"0441","0436",23,00
"0439","0435",23,02
"0443","0438",23,02
"0450","0450",23,12
"0110","0103",23,05
"0111","0103",23,03
"0113","0103",23,01
"0122","0126",23,15
"0117","0126",23,01
"0123","0142",23,11
"0125","0140",23,24
"0125","0141",23,20
"0116","0103",23,00
"0125","0141",23,24
"0113","0103",23,07
"0121","0142",23,01
"0109","0102",23,13
"0451","0458",23,01
"0448","0457",23,07
"0245","0454",23,06
"0432","0431",23,15
"0439","0431",23,02
"0439","0431",23,02
"0440","0435",23,09
"0441","0435",23,07
"0440","0434",23,05
"0117","0142",23,02
"0435","0431",23,15
"0435","0431",23,15
"0247","0233",23,00
"0107","0107",23,00
"0117","0117",23,00
"0117","0117",23,01
"0117","0117",23,00
"0109","0109",23,03
"0108","0108",23,05
"0457","0250",23,04
"0247","0231",23,05
"0234","0233",23,01
"0233","0233",23,03
"0448","0251",23,02
"0245","0246",23,00
"0234","0232",23,02
"0234","0232",23,02
"0122","0123",23,00
"0115","0106",23,06
"0116","0117",23,02
"0104","0117",23,06
"0143","0104",23,02
"0143","0104",23,02
"0143","0104",23,02
"0143","0104",23,02
"0143","0104",23,04
"0143","0104",23,04
"0121","0124",23,01
"0115","0113",23,03
"0115","0113",23,01
"0235","0142",23,08
"0237","0337",23,05
"0348","0349",23,02
"0236","0333",23,06
"0448","0333",23,06
"0448","0337",23,07
"0238","0237",23,04
"0234","0232",23,01
"0239","0237",23,03
"0234","0246",23,08
"0244","0246",23,02
"0234","0231",23,00
"0234","0231",23,01
"0236","0236",23,10
"0232","0231",23,05
"0458","0231",23,13
"0247","0251",23,01
"0245","0247",23,05
"0119","0454",23,01
"0143","0450",23,02
"0117","0119",23,00
"0117","0119",23,04
"0239","0119",23,00
"0118","0120",23,05
"0115","0111",23,03
"0113","0109",23,01
"0143","0104",23,09
"0143","0104",23,09
"0143","0104",23,09
"0107","0104",23,00
"0107","0104",23,00
"0240","0106",23,13
"0113","0108",23,00
"0123","0140",23,03
"0346","0349",23,04
"0340","0338",23,02
"0345","0348",23,02
"0239","0235",23,00
"0247","0251",23,00
"0247","0249",23,06
"0247","0249",23,03
"0239","0234",23,00
"0239","0234",23,00
"0239","0234",23,00
"0247","0250",23,08
"0248","0250",23,08
"0239","0234",23,00
"0236","0231",23,00
"0234","0231",23,06
"0122","0124",23,04
"0122","0124",23,04
"0251","0142",23,14
"0106","0105",23,11
"0115","0110",23,00
"0117","0121",23,00
"0107","0103",23,01
"0117","0108",23,17
"0121","0125",23,04
"0121","0125",23,04
"0113","0109",23,08
"0117","0122",23,01
"0251","0125",23,17
"0117","0122",23,02
"0117","0122",23,00
"0116","0122",23,02
"0114","0108",23,06
"0115","0108",23,01
"0123","0126",23,11
"0435","0334",23,00
"0340","0334",23,01
"0333","0332",23,06
"0435","0335",23,01
"0246","0332",23,18
"0333","0332",23,06
"0335","0332",23,05
"0338","0338",23,16
"0440","0455",23,13
"0440","0440",23,10
"0112","0444",23,02
"0249","0435",23,08
"0458","0435",23,10
"0452","0435",23,10
"0240","0457",23,09
"0435","0433",23,01
"0250","0251",23,15
"0249","0251",23,10
"0238","0233",23,01
"0245","0251",23,02
"0247","0251",23,05
"0119","0251",23,16
"0247","0250",23,10
"0247","0251",23,09
"0116","0123",23,02
"0117","0123",23,05
"0117","0123",23,05
"0117","0123",23,05
"0117","0123",23,05
"0143","0102",23,09
"0117","0123",23,04
"0117","0123",23,00
"0112","0107",23,06
"0112","0107",23,06
"0115","0107",23,01
"0123","0142",23,02
"0110","0103",23,01
"0104","0103",23,20
"0107","0103",23,09
"0104","0103",23,17
"0117","0124",23,02
"0117","0124",23,03
"0123","0142",23,02
"0110","0143",23,11
"0121","0141",23,04
"0121","0141",23,04
"0125","0141",23,17
